Row ID,Order Priority,Discount,Unit Price,Shipping Cost,Customer ID,Repeat Customers,Customer Name,Ship Mode,Customer Segment,Product Category,Product Sub-Category,Product Container,Product Name,Product Base Margin,Profit Margin,Country,Region,State or Province,City,Postal Code,Order Date,Order Month,Order Year,Ship Date,Profit,Quantity ordered new,Sales,Order ID,Return Status,month year
22649,Not Specified,$0.10,$78.69,$19.99,2355,Repeat Customer,Clyde Burnett,Regular Air,Consumer,Furniture,Office Furnishings,Small Box,Howard Miller 12-3/4 Diameter Accuwave DS ™ Wall Clock,0.43,0.69,United States,West,California,Coachella,92236,42050,February,2015,42051,$465.44,9,$674.55,91304,#REF!,February-2015
22848,Low,$0.09,$8.74,$1.39,2684,Repeat Customer,Edna Michael,Express Air,Small Business,Office Supplies,Envelopes,Small Box,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",0.38,2.00475382,United States,South,Florida,Port Charlotte,33952,42050,February,2015,42055,$23.62,1,$11.78,89146,#REF!,February-2015
22849,Low,$0.09,$18.97,$9.03,2684,Repeat Customer,Edna Michael,Regular Air,Small Business,Office Supplies,Paper,Small Box,Computer Printout Paper with Letter-Trim Perforations,0.37,-83.39751908,United States,South,Florida,Port Charlotte,33952,42050,February,2015,42055,"-$1,748.01",1,$20.96,89146,#REF!,February-2015
25051,Medium,$0.07,$42.98,$4.62,2951,Repeat Customer,Jordan Womble,Express Air,Corporate,Office Supplies,Appliances,Small Box,Belkin F9M820V08 8 Outlet Surge,0.56,0.69,United States,Central,Kansas,Hays,67601,42050,February,2015,42052,$565.39,19,$819.40,91397,#REF!,February-2015
25052,Medium,$0.03,$89.99,$42.00,2951,Repeat Customer,Jordan Womble,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,"Global Leather Task Chair, Black",0.66,-0.127615859,United States,Central,Kansas,Hays,67601,42050,February,2015,42053,-$230.95,19,"$1,809.75",91397,#REF!,February-2015
22804,High,$0.10,$7.31,$0.49,3211,Repeat Customer,Jonathan Crabtree,Regular Air,Corporate,Office Supplies,Labels,Small Box,Self-Adhesive Address Labels for Typewriters by Universal,0.38,0.69,United States,Central,Illinois,Addison,60101,42050,February,2015,42051,$55.02,12,$79.74,91522,#REF!,February-2015
22805,High,$0.10,$20.99,$2.50,3211,Repeat Customer,Jonathan Crabtree,Regular Air,Corporate,Technology,Telephones and Communication,Wrap Bag,Accessory37,0.81,-0.111237202,United States,Central,Illinois,Addison,60101,42050,February,2015,42051,-$43.66,23,$392.45,91522,#REF!,February-2015
4501,Low,$0.04,$8.60,$6.19,1129,Repeat Customer,Pam Patton,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Avery Printable Repositionable Plastic Tabs,0.38,-0.204753578,United States,East,Massachusetts,Boston,2118,42051,February,2015,42058,-$63.81,37,$311.66,32037,#REF!,February-2015
4502,Low,$0.07,$699.99,$24.49,1129,Repeat Customer,Pam Patton,Regular Air,Home Office,Technology,Copiers and Fax,Large Box,Canon Imageclass D680 Copier / Fax,0.54,0.032982476,United States,East,Massachusetts,Boston,2118,42051,February,2015,42055,$325.29,15,"$9,862.51",32037,#REF!,February-2015
22501,Low,$0.04,$8.60,$6.19,1132,Repeat Customer,Michael Robbins,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Avery Printable Repositionable Plastic Tabs,0.38,-0.841755705,United States,Central,Texas,Euless,76039,42051,February,2015,42058,-$63.81,9,$75.81,88102,#REF!,February-2015
22502,Low,$0.07,$699.99,$24.49,1132,Repeat Customer,Michael Robbins,Regular Air,Home Office,Technology,Copiers and Fax,Large Box,Canon Imageclass D680 Copier / Fax,0.54,0.123684411,United States,Central,Texas,Euless,76039,42051,February,2015,42055,$325.29,4,"$2,630.00",88102,#REF!,February-2015
19357,Medium,$0.02,$160.98,$30.00,1138,One-Time Customer,Malcolm Floyd,Delivery Truck,Home Office,Furniture,Chairs & Chairmats,Jumbo Drum,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,0.62,-0.265551457,United States,Central,Texas,The Colony,75056,42051,February,2015,42054,-$51.12,1,$192.49,86574,#REF!,February-2015
7810,Medium,$0.00,$7.10,$6.05,1228,Repeat Customer,Hazel Jennings,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,"Wilson Jones Hanging View Binder, White, 1""",0.39,-0.288009386,United States,East,Pennsylvania,Philadelphia,19140,42051,February,2015,42052,-$60.15,28,$208.83,55874,#REF!,February-2015
7811,Medium,$0.01,$4.98,$4.62,1228,Repeat Customer,Hazel Jennings,Express Air,Small Business,Technology,Computer Peripherals,Small Pack,"Imation 3.5"", DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",0.64,-0.48935611,United States,East,Pennsylvania,Philadelphia,19140,42051,February,2015,42053,-$111.72,41,$228.30,55874,#REF!,February-2015
7812,Medium,$0.06,$5.68,$1.39,1228,Repeat Customer,Hazel Jennings,Regular Air,Small Business,Office Supplies,Envelopes,Small Box,Staples Standard Envelopes,0.38,0.254844438,United States,East,Pennsylvania,Philadelphia,19140,42051,February,2015,42051,$33.01,24,$129.53,55874,#REF!,February-2015
25811,Medium,$0.01,$4.98,$4.62,1229,One-Time Customer,Patrick Byrne,Express Air,Small Business,Technology,Computer Peripherals,Small Pack,"Imation 3.5"", DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",0.64,-2.006465517,United States,Central,Texas,Sulphur Springs,75482,42051,February,2015,42053,-$111.72,10,$55.68,90378,#REF!,February-2015
22127,Low,$0.10,$11.58,$6.97,1580,One-Time Customer,Ronnie Nolan,Regular Air,Corporate,Office Supplies,Envelopes,Small Box,"Peel & Seel® Recycled Catalog Envelopes, Brown",0.35,-0.5779766,United States,East,Maine,Waterville,4901,42051,February,2015,42055,-$8.40,1,$14.53,90934,#REF!,February-2015
21270,Medium,$0.00,$209.37,$69.00,1625,Repeat Customer,Molly Browning,Regular Air,Home Office,Furniture,Tables,Large Box,Hon 2111 Invitation™ Series Corner Table,0.79,-0.134248999,United States,East,New York,Glen Cove,11542,42051,February,2015,42053,-$263.11,11,"$1,959.88",90601,#REF!,February-2015
23322,Not Specified,$0.05,$25.99,$5.37,3151,Repeat Customer,Glenda Hunter,Express Air,Corporate,Office Supplies,Pens & Art Supplies,Small Box,"BOSTON® Ranger® #55 Pencil Sharpener, Black",0.56,0.488218013,United States,West,California,Twentynine Palms,92277,42051,February,2015,42053,$220.36,18,$451.35,88545,#REF!,February-2015
21077,Critical,$0.05,$6.04,$2.14,936,Repeat Customer,Robyn Garner,Express Air,Corporate,Office Supplies,Paper,Wrap Bag,"Adams Telephone Message Books, 5 1/4” x 11”",0.38,-0.492271106,United States,West,California,Redlands,92374,42052,February,2015,42054,-$4.14,1,$8.41,90588,#REF!,February-2015
26274,High,$0.04,$62.18,$10.84,1305,One-Time Customer,Chris Pritchard,Regular Air,Consumer,Furniture,Office Furnishings,Medium Box,Deflect-o Glass Clear Studded Chair Mats,0.63,0.69,United States,West,Utah,West Valley City,84120,42052,February,2015,42054,$125.81,3,$182.33,87002,#REF!,February-2015
23729,High,$0.03,$40.99,$19.99,2427,One-Time Customer,John Merritt,Regular Air,Corporate,Office Supplies,Paper,Small Box,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",0.36,0.44634788,United States,Central,Texas,Keller,76248,42052,February,2015,42053,$395.31,21,$885.65,90860,#REF!,February-2015
19877,Medium,$0.05,$5.18,$2.04,91,Repeat Customer,Wallace Werner,Regular Air,Home Office,Office Supplies,Paper,Wrap Bag,Array® Memo Cubes,0.36,0.63523347,United States,West,California,Vallejo,94591,42053,February,2015,42055,$34.01,10,$53.54,87176,#REF!,February-2015
19445,Critical,$0.01,$15.99,$13.18,1065,One-Time Customer,Vicki Bond,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",0.37,-0.263447011,United States,Central,Illinois,Burbank,60459,42053,February,2015,42055,-$99.44,23,$377.44,88899,#REF!,February-2015
18409,High,$0.01,$5.44,$7.46,2141,Repeat Customer,Molly Webster,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Wilson Jones Custom Binder Spines & Labels,0.36,-0.938932927,United States,West,Colorado,Durango,81301,42053,February,2015,42054,-$18.48,3,$19.68,87570,#REF!,February-2015
18410,High,$0.02,$549.99,$49.00,2141,Repeat Customer,Molly Webster,Delivery Truck,Home Office,Technology,Copiers and Fax,Jumbo Drum,Sharp 1540cs Digital Laser Copier,0.35,-0.038968,United States,West,Colorado,Durango,81301,42053,February,2015,42055,-$381.84,18,"$9,798.84",87570,#REF!,February-2015
18411,High,$0.03,$22.01,$5.53,2141,Repeat Customer,Molly Webster,Express Air,Home Office,Office Supplies,Pens & Art Supplies,Small Pack,Boston 16801 Nautilus™ Battery Pencil Sharpener,0.59,0.081437934,United States,West,Colorado,Durango,81301,42053,February,2015,42054,$12.55,7,$154.11,87570,#REF!,February-2015
18412,High,$0.09,$34.76,$8.22,2141,Repeat Customer,Molly Webster,Regular Air,Home Office,Office Supplies,Storage & Organization,Small Box,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",0.57,0.186576121,United States,West,Colorado,Durango,81301,42053,February,2015,42055,$45.33,7,$242.97,87570,#REF!,February-2015
2296,Not Specified,$0.09,$355.98,$58.92,2498,Repeat Customer,Arlene Long,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,Hon 4700 Series Mobuis™ Mid-Back Task Chairs with Adjustable Arms,0.64,0.117507672,United States,West,California,San Diego,92024,42053,February,2015,42055,"$1,240.25",30,"$10,554.63",16547,#REF!,February-2015
2297,Not Specified,$0.04,$218.75,$69.64,2498,Repeat Customer,Arlene Long,Delivery Truck,Corporate,Furniture,Tables,Jumbo Box,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,0.77,-0.304766695,United States,West,California,San Diego,92024,42053,February,2015,42053,-$533.23,8,"$1,749.64",16547,#REF!,February-2015
20296,Not Specified,$0.09,$355.98,$58.92,2499,One-Time Customer,Geoffrey Koch,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,Hon 4700 Series Mobuis™ Mid-Back Task Chairs with Adjustable Arms,0.64,0.440653457,United States,Central,Illinois,Kankakee,60901,42053,February,2015,42055,"$1,240.25",8,"$2,814.57",88319,#REF!,February-2015
25463,Medium,$0.00,$175.99,$4.99,2521,One-Time Customer,Shawn Meyer,Regular Air,Home Office,Technology,Telephones and Communication,Small Box,5165,0.59,0.69,United States,Central,Texas,Corsicana,75109,42053,February,2015,42056,"$1,656.66",15,"$2,400.95",87032,#REF!,February-2015
21046,Critical,$0.06,$47.98,$3.61,3255,One-Time Customer,Maureen Whitley,Regular Air,Home Office,Technology,Computer Peripherals,Small Pack,"DS/HD IBM Formatted Diskettes, 200/Pack - Staples",0.71,6.09236423,United States,South,Florida,Tamarac,33319,42053,February,2015,42055,$596.81,2,$97.96,90488,#REF!,February-2015
25895,High,$0.05,$4.28,$5.17,993,One-Time Customer,Gail Currin,Regular Air,Small Business,Office Supplies,Paper,Small Box,Xerox 1971,0.4,-2.710471747,United States,West,California,Oxnard,93030,42054,February,2015,42054,-$104.57,9,$38.58,89432,#REF!,February-2015
23120,High,$0.03,$39.48,$1.99,1303,Repeat Customer,Cindy Harvey,Regular Air,Consumer,Technology,Computer Peripherals,Small Pack,"80 Minute CD-R Spindle, 100/Pack - Staples",0.54,0.69,United States,West,Utah,Tooele,84074,42054,February,2015,42056,$317.09,12,$459.55,87003,#REF!,February-2015
20652,Low,$0.01,$65.99,$5.31,1303,Repeat Customer,Cindy Harvey,Regular Air,Consumer,Technology,Telephones and Communication,Small Box,3390,0.57,0.466311641,United States,West,Utah,Tooele,84074,42054,February,2015,42061,$250.36,9,$536.90,87005,#REF!,February-2015
20551,Not Specified,$0.00,$5.98,$0.96,1827,Repeat Customer,Vincent Hale,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 315,0.6,0.69,United States,Central,Iowa,Burlington,52601,42054,February,2015,42055,$38.04,9,$55.13,86956,#REF!,February-2015
20553,Not Specified,$0.02,$5.98,$5.46,1828,Repeat Customer,Stacey Lucas,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 1983,0.36,-1.051785714,United States,Central,Iowa,Cedar Falls,50613,42054,February,2015,42055,-$47.12,7,$44.80,86956,#REF!,February-2015
18251,Not Specified,$0.07,$31.78,$1.99,2052,Repeat Customer,Francis Kendall,Regular Air,Home Office,Technology,Computer Peripherals,Small Pack,"Memorex 4.7GB DVD-RAM, 3/Pack",0.42,0.69,United States,West,New Mexico,Albuquerque,87105,42054,February,2015,42056,$265.11,13,$384.22,87234,#REF!,February-2015
18252,Not Specified,$0.00,$5.98,$2.50,2052,Repeat Customer,Francis Kendall,Regular Air,Home Office,Office Supplies,Envelopes,Small Box,Wausau Papers Astrobrights® Colored Envelopes,0.36,0.302174463,United States,West,New Mexico,Albuquerque,87105,42054,February,2015,42055,$9.56,5,$31.64,87234,#REF!,February-2015
18253,Not Specified,$0.10,$35.99,$1.10,2052,Repeat Customer,Francis Kendall,Express Air,Home Office,Technology,Telephones and Communication,Small Box,Accessory35,0.55,0.69,United States,West,New Mexico,Albuquerque,87105,42054,February,2015,42055,$390.10,19,$565.36,87234,#REF!,February-2015
24396,Low,$0.10,$54.10,$19.99,2287,Repeat Customer,Samuel Newman,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,Desktop 3-Pocket Hot File®,0.59,0.072548393,United States,South,South Carolina,Summerville,29483,42054,February,2015,42059,$34.07,9,$469.59,90147,#REF!,February-2015
24607,High,$0.05,$11.29,$5.03,2828,Repeat Customer,Monica Howard,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,X-Rack™ File for Hanging Folders,0.59,-0.389785541,United States,West,California,El Centro,92243,42054,February,2015,42056,-$35.26,8,$90.46,87720,#REF!,February-2015
25500,Medium,$0.07,$5.81,$8.49,233,Repeat Customer,Michele Bullard,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,Fellowes Black Plastic Comb Bindings,0.39,-4.13667517,United States,Central,Illinois,Orland Park,60462,42055,February,2015,42057,-$243.24,10,$58.80,90237,#REF!,February-2015
25501,Medium,$0.04,$9.65,$6.22,233,Repeat Customer,Michele Bullard,Regular Air,Small Business,Furniture,Office Furnishings,Small Box,"Eldon Expressions™ Desk Accessory, Wood Pencil Holder, Oak",0.55,-0.445090064,United States,Central,Illinois,Orland Park,60462,42055,February,2015,42056,-$53.62,12,$120.47,90237,#REF!,February-2015
22763,Not Specified,$0.04,$11.50,$7.19,1485,Repeat Customer,Wayne Sutherland,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Ibico Covers for Plastic or Wire Binding Elements,0.4,-0.148012673,United States,Central,Illinois,Downers Grove,60516,42055,February,2015,42058,-$23.36,14,$157.81,91236,#REF!,February-2015
22764,Not Specified,$0.02,$15.70,$11.25,1485,Repeat Customer,Wayne Sutherland,Regular Air,Home Office,Office Supplies,Storage & Organization,Small Box,Hanging Personal Folder File,0.6,-0.938353909,United States,Central,Illinois,Downers Grove,60516,42055,February,2015,42056,-$18.24,1,$19.44,91236,#REF!,February-2015
22765,Not Specified,$0.05,$225.02,$28.66,1485,Repeat Customer,Wayne Sutherland,Delivery Truck,Home Office,Office Supplies,Storage & Organization,Jumbo Drum,Tennsco Double-Tier Lockers,0.72,0.308178656,United States,Central,Illinois,Downers Grove,60516,42055,February,2015,42057,"$1,428.91",21,"$4,636.63",91236,#REF!,February-2015
7718,High,$0.03,$4.06,$6.89,2882,Repeat Customer,Andrew Gonzalez,Regular Air,Consumer,Office Supplies,Appliances,Small Box,Eureka Disposable Bags for Sanitaire® Vibra Groomer I® Upright Vac,0.6,-1.540284571,United States,South,North Carolina,Charlotte,28206,42055,February,2015,42057,-$246.28,37,$159.89,55300,#REF!,February-2015
7719,High,$0.01,$3.75,$0.50,2882,Repeat Customer,Andrew Gonzalez,Regular Air,Consumer,Office Supplies,Labels,Small Box,Avery 510,0.37,0.305821144,United States,South,North Carolina,Charlotte,28206,42055,February,2015,42056,$55.19,48,$180.48,55300,#REF!,February-2015
7720,High,$0.02,$10.68,$13.04,2882,Repeat Customer,Andrew Gonzalez,Regular Air,Consumer,Furniture,Office Furnishings,Large Box,Dana Swing-Arm Lamps,0.6,-0.876787549,United States,South,North Carolina,Charlotte,28206,42055,February,2015,42057,-$307.30,31,$350.48,55300,#REF!,February-2015
25718,High,$0.03,$4.06,$6.89,2886,Repeat Customer,Gretchen McKinney,Regular Air,Consumer,Office Supplies,Appliances,Small Box,Eureka Disposable Bags for Sanitaire® Vibra Groomer I® Upright Vac,0.6,-4.761378246,United States,East,Ohio,Parma,44134,42055,February,2015,42057,-$185.17,9,$38.89,87630,#REF!,February-2015
25719,High,$0.01,$3.75,$0.50,2886,Repeat Customer,Gretchen McKinney,Regular Air,Consumer,Office Supplies,Labels,Small Box,Avery 510,0.37,0.69,United States,East,Ohio,Parma,44134,42055,February,2015,42056,$31.13,12,$45.12,87630,#REF!,February-2015
25720,High,$0.02,$10.68,$13.04,2886,Repeat Customer,Gretchen McKinney,Regular Air,Consumer,Furniture,Office Furnishings,Large Box,Dana Swing-Arm Lamps,0.6,-2.554449972,United States,East,Ohio,Parma,44134,42055,February,2015,42057,-$231.05,8,$90.45,87630,#REF!,February-2015
26141,High,$0.05,$19.23,$6.15,3284,One-Time Customer,Michael Shaffer,Express Air,Corporate,Furniture,Office Furnishings,Small Pack,"Executive Impressions 13"" Clairmont Wall Clock",0.44,-17.80996828,United States,South,Florida,Kissimmee,34741,42055,February,2015,42057,"-$2,133.28",6,$119.78,90751,#REF!,February-2015
5361,Critical,$0.02,$49.99,$19.99,181,Repeat Customer,Wesley Waller,Regular Air,Small Business,Technology,Computer Peripherals,Small Box,Zoom V.92 USB External Faxmodem,0.41,-0.085261862,United States,West,California,San Francisco,94122,42056,February,2015,42056,-$76.89,18,$901.81,38087,#REF!,February-2015
23361,Critical,$0.02,$49.99,$19.99,184,One-Time Customer,Phillip Holmes,Regular Air,Small Business,Technology,Computer Peripherals,Small Box,Zoom V.92 USB External Faxmodem,0.41,-0.306946108,United States,East,Massachusetts,Arlington,2474,42056,February,2015,42056,-$76.89,5,$250.50,88360,#REF!,February-2015
349,Not Specified,$0.07,"$2,036.48",$14.70,553,Repeat Customer,Kristine Connolly,Delivery Truck,Corporate,Technology,Office Machines,Jumbo Drum,Lexmark 4227 Plus Dot Matrix Printer,0.55,0.094625077,United States,West,California,Los Angeles,90008,42056,February,2015,42056,"$4,073.25",25,"$43,046.20",2433,#REF!,February-2015
18349,Not Specified,$0.07,"$2,036.48",$14.70,555,Repeat Customer,Walter Young,Delivery Truck,Corporate,Technology,Office Machines,Jumbo Drum,Lexmark 4227 Plus Dot Matrix Printer,0.55,0.583521197,United States,West,Utah,Pleasant Grove,84062,42056,February,2015,42056,"$6,028.41",6,"$10,331.09",86190,#REF!,February-2015
19262,High,$0.04,$4.37,$5.15,875,Repeat Customer,Erika Fink,Regular Air,Small Business,Office Supplies,Appliances,Small Box,"Eureka Sanitaire ® Multi-Pro Heavy-Duty Upright, Disposable Bags",0.59,-0.94769818,United States,West,Utah,Salt Lake City,84106,42056,February,2015,42057,-$74.48,18,$78.59,89059,#REF!,February-2015
19263,High,$0.09,$155.99,$8.99,875,Repeat Customer,Erika Fink,Regular Air,Small Business,Technology,Telephones and Communication,Small Box,CF 688,0.58,-0.467141196,United States,West,Utah,Salt Lake City,84106,42056,February,2015,42058,-$232.22,4,$497.11,89059,#REF!,February-2015
24113,Critical,$0.00,$100.89,$42.00,2225,One-Time Customer,Sean McKenna,Delivery Truck,Small Business,Furniture,Chairs & Chairmats,Jumbo Drum,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,0.61,0.932846634,United States,West,New Mexico,Hobbs,88240,42056,February,2015,42057,"$1,500.12",15,"$1,608.11",89970,#REF!,February-2015
26057,Low,$0.10,$4.91,$0.50,2472,One-Time Customer,Ricky Sanders,Express Air,Home Office,Office Supplies,Labels,Small Box,Avery 493,0.36,0.69,United States,Central,Illinois,Joliet,60432,42056,February,2015,42056,$35.28,10,$51.13,86514,#REF!,February-2015
23509,High,$0.08,$34.99,$7.73,32,Repeat Customer,Matthew Berman,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Small Box,Hunt Boston® Vacuum Mount KS Pencil Sharpener,0.59,0.340703589,United States,West,Oregon,Grants Pass,97526,42057,February,2015,42058,$144.69,13,$424.68,89199,#REF!,February-2015
18885,Not Specified,$0.00,$442.14,$14.70,236,One-Time Customer,Shawn McIntyre,Delivery Truck,Corporate,Technology,Office Machines,Jumbo Drum,Okidata ML390 Turbo Dot Matrix Printers,0.56,0.69,United States,West,Colorado,Louisville,80027,42057,February,2015,42057,"$3,294.83",10,"$4,775.11",86621,#REF!,February-2015
24236,Not Specified,$0.01,$5.18,$2.04,829,One-Time Customer,Monica Law Thompson,Regular Air,Corporate,Office Supplies,Paper,Wrap Bag,Array® Memo Cubes,0.36,-0.620309206,United States,South,Arkansas,Texarkana,71854,42057,February,2015,42059,-$17.65,5,$28.46,90271,#REF!,February-2015
26066,High,$0.04,$55.48,$6.79,1728,One-Time Customer,Carrie Lewis,Regular Air,Corporate,Office Supplies,Paper,Small Box,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",0.37,0.69,United States,East,Ohio,Kettering,45429,42057,February,2015,42059,$376.88,10,$546.21,87195,#REF!,February-2015
25417,Medium,$0.00,$47.90,$5.86,1991,One-Time Customer,Paula Hubbard,Regular Air,Home Office,Office Supplies,Paper,Small Box,Xerox 1938,0.37,0.69,United States,West,Utah,Kearns,84118,42057,February,2015,42059,$638.38,18,$925.19,90002,#REF!,February-2015
25662,Not Specified,$0.05,$4.98,$4.62,2653,Repeat Customer,Leo Kane,Regular Air,Consumer,Technology,Computer Peripherals,Small Pack,"Imation 3.5"", DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",0.64,-2.865675991,United States,Central,Kansas,Derby,67037,42057,February,2015,42058,-$98.35,7,$34.32,89360,#REF!,February-2015
25663,Not Specified,$0.02,$34.23,$5.02,2653,Repeat Customer,Leo Kane,Regular Air,Consumer,Furniture,Office Furnishings,Small Box,Hand-Finished Solid Wood Document Frame,0.55,0.69,United States,Central,Kansas,Derby,67037,42057,February,2015,42059,$270.79,11,$392.45,89360,#REF!,February-2015
21390,Not Specified,$0.08,$9.68,$2.03,2968,Repeat Customer,Miriam Bowman,Regular Air,Small Business,Office Supplies,Paper,Wrap Bag,"Wirebound Service Call Books, 5 1/2"" x 4""",0.37,-49.0166362,United States,South,Florida,Hollywood,33021,42057,February,2015,42059,-$536.24,1,$10.94,86085,#REF!,February-2015
21391,Not Specified,$0.04,$150.98,$16.01,2968,Repeat Customer,Miriam Bowman,Delivery Truck,Small Business,Furniture,Tables,Jumbo Box,"Iceberg OfficeWorks 42"" Round Tables",0.7,-0.172085646,United States,South,Florida,Hollywood,33021,42057,February,2015,42058,-$125.86,5,$731.38,86085,#REF!,February-2015
23898,Critical,$0.03,$150.89,$60.20,3136,One-Time Customer,Lee Hancock,Delivery Truck,Consumer,Furniture,Chairs & Chairmats,Jumbo Drum,"Global Leather & Oak Executive Chair, Burgundy",0.77,-0.188505658,United States,East,Maine,Sanford,4073,42057,February,2015,42057,-$677.87,23,"$3,596.03",86791,#REF!,February-2015
18849,Medium,$0.02,$146.05,$80.20,247,Repeat Customer,Marshall Brandt Briggs,Delivery Truck,Corporate,Furniture,Tables,Jumbo Box,BPI Conference Tables,0.71,-0.126697467,United States,South,Tennessee,Maryville,37804,42058,February,2015,42058,-$101.19,5,$798.69,89139,#REF!,February-2015
18850,Medium,$0.06,$65.99,$5.92,247,Repeat Customer,Marshall Brandt Briggs,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,252,0.55,-0.004206486,United States,South,Tennessee,Maryville,37804,42058,February,2015,42059,-$3.33,14,$792.11,89139,#REF!,February-2015
21958,High,$0.01,$20.98,$53.03,508,Repeat Customer,Cameron Owens,Delivery Truck,Corporate,Office Supplies,Storage & Organization,Jumbo Drum,"Tennsco Lockers, Gray",0.78,-2.293347967,United States,South,Kentucky,Covington,41011,42058,February,2015,42058,-$282.08,5,$123.00,87356,#REF!,February-2015
19506,Critical,$0.04,$1.74,$4.08,2697,Repeat Customer,Ricky W Clements,Regular Air,Corporate,Furniture,Office Furnishings,Small Pack,"Eldon Regeneration Recycled Desk Accessories, Smoke",0.53,0.318156809,United States,South,Alabama,Vestavia Hills,35216,42058,February,2015,42060,$9.25,16,$29.08,87678,#REF!,February-2015
19507,Critical,$0.01,$119.99,$56.14,2697,Repeat Customer,Ricky W Clements,Delivery Truck,Corporate,Technology,Office Machines,Jumbo Box,Hewlett-Packard 2600DN Business Color Inkjet Printer,0.39,-0.465853042,United States,South,Alabama,Vestavia Hills,35216,42058,February,2015,42059,"-$1,197.04",21,"$2,569.57",87678,#REF!,February-2015
23136,Critical,$0.01,$13.79,$8.78,2865,Repeat Customer,Roberta Mitchell,Regular Air,Corporate,Furniture,Office Furnishings,Small Box,9-3/4 Diameter Round Wall Clock,0.43,-0.648729711,United States,Central,Texas,Paris,75460,42058,February,2015,42060,-$36.77,4,$56.68,90871,#REF!,February-2015
23137,Critical,$0.04,$33.29,$8.74,2865,Repeat Customer,Roberta Mitchell,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,Fellowes Bases and Tops For Staxonsteel®/High-Stak® Systems,0.61,0.318394673,United States,Central,Texas,Paris,75460,42058,February,2015,42059,$87.03,8,$273.34,90871,#REF!,February-2015
21514,High,$0.10,$209.37,$69.00,2892,One-Time Customer,Benjamin Porter,Regular Air,Consumer,Furniture,Tables,Large Box,Hon 2111 Invitation™ Series Corner Table,0.79,-0.077922621,United States,Central,Michigan,Livonia,48154,42058,February,2015,42060,-$165.59,11,"$2,125.12",90011,#REF!,February-2015
21515,High,$0.07,$4.98,$4.70,2893,One-Time Customer,Kathryn Tate,Regular Air,Consumer,Office Supplies,Paper,Small Box,Staples Copy Paper (20Lb. and 84 Bright),0.38,-0.481331853,United States,Central,Michigan,Madison Heights,48071,42058,February,2015,42059,-$21.68,9,$45.05,90011,#REF!,February-2015
20685,Not Specified,$0.05,$124.49,$51.94,961,One-Time Customer,Benjamin Chan,Delivery Truck,Home Office,Furniture,Tables,Jumbo Box,Bevis 36 x 72 Conference Tables,0.63,-0.367662338,United States,West,California,Redwood City,94061,42059,February,2015,42059,-$44.16,1,$120.12,89402,#REF!,February-2015
22052,Medium,$0.02,$4.06,$6.89,1127,Repeat Customer,Ray Grady,Regular Air,Consumer,Office Supplies,Appliances,Small Box,Eureka Disposable Bags for Sanitaire® Vibra Groomer I® Upright Vac,0.6,-1.403011525,United States,Central,Texas,Eagle Pass,78852,42059,February,2015,42061,-$93.74,16,$66.81,87221,#REF!,February-2015
20603,Critical,$0.03,$48.58,$3.99,1649,One-Time Customer,Roy Hardison,Express Air,Corporate,Office Supplies,Appliances,Small Box,Belkin Premiere Surge Master II 8-outlet surge protector,0.56,0.69,United States,East,New York,Woodmere,11598,42059,February,2015,42061,$100.13,3,$145.12,91041,#REF!,February-2015
